"page_num";"type";"title";"link";"authors";"source";"date";"issue";"volume";"pages";"doi";"keywords"
"11";"Глава";"Двойная идентичность и ингрупповая проекция как предпосылки формирования негативных аутгрупповых аттитюдов";"https://publications.hse.ru/view/185178987";"Дробовцева Мария Владимировна";"Теоретические проблемы этнической и кросс-культурной психологии: Материалы Пятой Международной научной конференции 27-28 мая 2016 г. В 2 т.";"2016";NA;NA;"156 - 160";NA;"social identity"
"11";"Книга";"ДОРОГОЙ ДРУГ! СОЦИАЛЬНЫЕ МОДЕЛИ И НОРМЫ В УЧЕБНОЙ ЛИТЕРАТУРЕ 1900 –2000 ГОДОВ (ИСТОРИКО-ПЕДАГОГИЧЕСКОЕ ИССЛЕДОВАНИЕ)";"https://publications.hse.ru/view/196881265";"Безрогов В.Г.; Витошнева А.М.; Галиуллина Д.М.; Гладнева С.Г.; Ерусалимский К.Ю.; Закурдаев А.А.; Илюха О.П.; Кабашева О.В.; Кальке Б.; Кестере И.; Козлова Мария Андреевна; Лебедева Е.И.; Лескинен М.В.; Макаревич Г.В.; Маркарова Т.С.; Ромашина Е.Ю.; Сальникова А.А.; Чашухин А.В.; Цапенко А.М.; Цыцурина Г.Ф.";"М.: Памятники исторической мысли";"2016";NA;NA;NA;NA;"a textbook for elementary school; morality; care for the Self"
"11";"Статья";"Истоки морали, ориентированной на индивида и группу: социально-психологический и естественно-научный аспекты";"https://publications.hse.ru/view/361057957";"Козлова Мария Андреевна; Козлов Андрей Игоревич";"Psikhologicheskii Zhurnal";"2016";"3";"37";"60 - 70";NA;NA
"11";"Статья";"ИСТОКИ МОРАЛИ, ОРИЕНТИРОВАННОЙ НА ИНДИВИДА И ГРУППУ: СОЦИАЛЬНО-ПСИХОЛОГИЧЕСКИЙ И ЕСТЕСТВЕННО-НАУЧНЫЙ АСПЕКТЫ";"https://publications.hse.ru/view/182163308";"Козлова Мария Андреевна; Козлов А.И.";"Psikhologicheskii Zhurnal";"2016";"3";"37";"60 - 70";NA;" spiritually-moral education; the moral foundations; care; identity"
"11";"Статья";"Культурно-психологические факторы межпоколенной трансмиссии ценностей у русских на Северном Кавказе";"https://publications.hse.ru/view/152947965";"Лебедева Надежда Михайловна; Лепшокова Зарина Хизировна; Галяпина Виктория Николаевна";"Voprosy Psikhologii";"2016";"5";NA;"47 - 61";NA;"values; perceived psychological closeness; Russians; Kabardino-Balkaria; Republic of North Ossetia-Alania; ethno-national identity; parent-child value similarity"
"11";"Статья";"Межпоколенная трансмиссия ценностей в городской и сельской среде";"https://publications.hse.ru/view/182139755";"Дубров Дмитрий Игоревич; Татарко Александр Николаевич";"Psychology, Journal of the Higher School of Economics";"2016";"2";"13";"299 - 309";NA;" individual values;  intergenerational transmission of values; value similarity; socialization"
"11";"Статья";"Мораль заботы о себе в социологическом подходе к современности";"https://publications.hse.ru/view/196882277";"Козлова Мария Андреевна";"Вестник государственного университета ""Дубна"". Серия ""Науки о человеке и обществе""";"2016";"2";NA;"13 - 20";NA;"care for the Self;  altruism; morality"
"11";"Статья";"Моральные эмоции в ряду механизмов социального сплочения";"https://publications.hse.ru/view/196880433";"Козлова Мария Андреевна; Симонова Ольга Александровна";"Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 4: Педагогика. Психология";"2016";"4(43)";"IV";"103 - 120";"10.15382/sturIV201643.103-119 ";"social cohesion; moral emotions; social identity; shame; anger;  Justice"
"12";"Статья";"Моральные эмоции и контуры новой трудовой этики сельских жителей в современной России: самоэффективность в условиях неблагополучия (на основе интервью с жителями Белгородской области).";"https://publications.hse.ru/view/174883259";"Симонова Ольга Александровна; Козлова Мария Андреевна";"Социологический ежегодник";"2016";NA;NA;"106 - 122";NA;"self-efficacy; “contempt for rural/physical labour”; envy; shame; moral emotions; rural habitants; work ethic"
"12";"Книга";"Практики сплоченности в современной России: Социокультурный анализ";"https://publications.hse.ru/view/202341462";"Гофман Александр Бенционович; Симонова Ольга Александровна; Козлова Мария Андреевна; Кононенко Ростислав Вадимович; Ярская-Смирнова Елена Ростиславовна; Присяжнюк Дарья Игоревна; Садыков Радик Ахмедович; Лазебная Ксения Павловна; Покровский Никита Евгеньевич; Андреев Андрей Николаевич; Ярская-Смирнова Валентина Николаевна; Николаева Ульяна Геннадиевна; Баранова Алёна Андреевна; Горяйнова Александра Романовна";"М.: Университетская книга";"2016";NA;NA;NA;NA;"social cohesion; social justice; social movements; professional cohesion"
"12";"Статья";"Психологическое благополучие детей в русских семьях Латвии (Сходство ценностей с родителями и сверстниками)";"https://publications.hse.ru/view/167347634";"Рябиченко Татьяна Анатольевна; Лебедева Надежда Михайловна";"Общественные науки и современность";"2016";"2";NA;"121 - 135";NA;"values; perceived psychological closeness; life satisfaction; self-esteem; psychological well-being"
"12";"Статья";"Роль идентичности в межэтнических отношениях русских и осетин в Республике Северная Осетия-Алания: межпоколенный анализ";"https://publications.hse.ru/view/185435451";"Галяпина Виктория Николаевна; Лебедева Надежда Михайловна";"Общественные науки и современность";"2016";"5";NA;"128 - 142";NA;"acculturation strategy; acculturation expectations; cultural identity; ethnic minority; ethnic majority; generation; intergroup relations"
"12";"Глава";"Социальная идентичность с точки зрения ее функций для индивида и для группы: перспективы для понимания межгруппового поведения";"https://publications.hse.ru/view/183291629";"Котова Марина Викторовна";"Теоретические проблемы этнической и кросс-культурной психологии: Материалы Пятой Международной научной конференции 27-28 мая 2016 г. В 2 т.";"2016";NA;NA;"138 - 142";NA;"social identity; social identity functions; intergroup behavior"
"12";"Статья";"Социально-психологические основы мультикультурализма: проверка гипотез о межкультурном взаимодействии в российском контексте";"https://publications.hse.ru/view/174886747";"Лебедева Надежда Михайловна; Татарко Александр Николаевич; Берри Джон Уиддап";"Psikhologicheskii Zhurnal";"2016";"2";"37";"92 - 104";NA;"acculturation strategies; multicultural ideology"
"12";"Глава";"Социально-психологический капитал личности в условиях этнического разнообразия России";"https://publications.hse.ru/view/167245993";"Татарко Александр Николаевич; Миронова Анна Алексеевна; Чувашов Сергей Викторович";"Психологические исследования личности: история, современное состояние, перспективы";"2016";NA;NA;"400 - 420";NA;NA
"12";"Статья";"«Стигма расы»: стратегии совладания мигрантов из республик Северного Кавказа в Москве";"https://publications.hse.ru/view/193074795";"Козлова Мария Андреевна";"The Journal of Social Policy Studies/Zhurnal Issledovaniy Sotsial'noy Politiki";"2016";"3";"14";"347 - 362";NA;"migration; stigma; discrimination;  coping strategies"
"12";"Статья";"Стратегии поддержания социальной идентичности: значение для теории социальной идентичности и понимания межгрупповых отношений";"https://publications.hse.ru/view/176434934";"Котова Марина Викторовна";"Psychology, Journal of the Higher School of Economics";"2016";"4";"13";"691 - 711";NA;"social identity theory; intergroup relations; identity management strategies; social identity functions"
"12";"Глава";"Сходства и различия в ценностях подростков и их родителей в городской и сельской среде";"https://publications.hse.ru/view/184883399";"Дубров Дмитрий Игоревич";"Теоретические проблемы этнической и кросскультурной психологии. Материалы Пятой Международной научной конференции 27-28 мая 2016 г.";"2016";NA;NA;"219 - 221";NA;NA
"12";"Статья";"Факторный опрос: преимущества, область применения, практические рекомендации";"https://publications.hse.ru/view/139498645";"Григорян Лусине Корюновна; Горинова Елена Валерьевна";"Социальная психология и общество";"2016";"2";"7";"142 - 157";NA;NA
"12";"Статья";"Ценности, социальная дистанция и установки по отношению к миграции: кросс-культурное исследование в Бельгии, Германии, Франции и Нидерландах";"https://publications.hse.ru/view/174893143";"Григорьев Дмитрий Сергеевич";"Psychology, Journal of the Higher School of Economics";"2016";"2";"13";"273 - 298";"10.17323/1813-8918-2016-2-273-298";NA
"12";"Глава";"Acculturation";"https://publications.hse.ru/view/189850269";"Berry John W.";"The SAGE Encyclopedia of Intercultural Competence";"2015";NA;NA;"15 - 58";NA;NA
"12";"Глава";"Acculturation";"https://publications.hse.ru/view/139891162";"Berry John W.";"Handbook of socialization. Second Edition. Theory and Research";"2015";NA;NA;"520 - 540";NA;NA
"12";"Глава";"A Theoretical Model of the Socio-Economic Adaptation of Immigrants: the Case of Russian-Speaking Immigrants in Belgium";"https://publications.hse.ru/view/168387982";"Grigoryev Dmitry";"V Международная научная конференция «Психология индивидуальности»: сборник материалов";"2015";NA;NA;"489 - 491";NA;NA
"12";"Глава";"Basic individual values: Sources and consequences";"https://publications.hse.ru/view/140081953";"Schwartz Shalom";"Handbook of value";"2015";NA;NA;NA;NA;NA
"12";"Книга";"Cambridge Handbook of Acculturation Psycholog (2nd edition)";"https://publications.hse.ru/view/165480944";NA;"Cambridge: Cambridge University Press";"2015";NA;NA;NA;NA;NA
"12";"Статья";"Changes in the Rural Life in Belgorod Region in 2000-2013: Consequences of Economic Transformations";"https://publications.hse.ru/view/180367602";"Efendiev Azer; Sorokin Pavel Sergeevich; Kozlova Maria Andreevna";"Journal of Rural Development";"2015";"4";"34";"509 - 527";NA;"сельская Россия; Белгородская область; последствия экономических трансформаций; агрохолдинги; благосостояние сельского населения; частное фермерство"
"12";"Статья";"Cross-cultural evidence for universals in value structures and priorities in childhood";"https://publications.hse.ru/view/153053705";"Doring A.K.; Schwartz Shalom; Cieciuch Jan ";"British Journal of Psychology";"2015";"4";"106";"675 - 699";"10.1016/j.paid.2016.06.050";"ценности"
"12";"Глава";"Cultural values influence and constrain economic and social change";"https://publications.hse.ru/view/140082254";"Schwartz Shalom";"Culture matters - in Russia and everywhere: Backdrop For The Russia-Ukraine";"2015";NA;NA;"287 - 302";NA;NA
"12";"Статья";"Decision importance as a cue for deferral";"https://publications.hse.ru/view/161924056";"Krijnen J.M.T.; Zeelenberg Marcel; Breugelmans Seger";"Judgment and Decision Making";"2015";"5";"10";"407 - 415";NA;"эвристики; принятие решений"
"13";"Статья";"Defining greed";"https://publications.hse.ru/view/140086781";"Breugelmans Seger; Seuntjens T.G.; Zeelenberg M.; van de Ven N.";"British Journal of Psychology";"2015";"106";NA;"505 - 525";"10.1111/bjop.12100";NA
"13";"Статья";"Differences in resilience by acculturation strategies: A study with Qiang nationality following the 2008 Chinese Earthquake";"https://publications.hse.ru/view/159841703";"Han Li; Berry John W.; Gui Yongxia; Zheng Yong";"International Journal of Emergency Mental Health and Human Resilience";"2015";"2";"17";"573 - 580";NA;"стратегии аккультурации; Китай"
"13";"Статья";"Dispositional greed";"https://publications.hse.ru/view/143274527";"Seuntjens Terri G.; Zeelenberg Marcel; van de Ven Niels; Breugelmans Seger";"Journal of Personality and Social Psychology";"2015";"6";"108";"917 - 933";"10.1037/pspp0000031";"жадность; индивидуальные различия; экономическое поведение; экспериментальные игры"
"13";"Препринт";"Does Ethnic Diversity Affect Social Capital in the Russian Context?";"https://publications.hse.ru/view/138411680";"Tatarko Alexander; Mironova Anna Alekseevna; Chuvashov Sergey Victorovich";"Sociology. SOC. Высшая школа экономики";"2015";NA;NA;NA;NA;"социальный капитал"
"13";"Препринт";"Ethnic and Religious Identification, Acculturation Attitudes and the Socio-Economic Adaptation of Immigrants";"https://publications.hse.ru/view/148557655";"Grigoryev Dmitry";"PSYCHOLOGY. WP BRP. Издательский дом НИУ ВШЭ";"2015";NA;NA;NA;"10.2139/ssrn.2600845";NA
"13";"Статья";"Ethnic prejudices in Russia: questionnaire adaptation for the measurement of prejudices towards migrants";"https://publications.hse.ru/view/163358325";"Gulevich Olga; Sarieva Irena; Prusova Irina";"Psychology, Journal of the Higher School of Economics";"2015";"2";"12";"112 - 132";NA;"этнические предрассудки; этническая идентичность; относительная депривация; гипотеза контакта"
"13";"Статья";"Facilitating Adaptation and Intercultural Contact: The Role of Bicultural Integration and Multicultural Ideology in Dominant and Non-Dominant Groups";"https://publications.hse.ru/view/139891953";"Pui Hung Hui B; Chen C; Berry John W.";"International Journal of Intercultural Relations";"2015";"45";NA;"70 - 84";NA;NA
"13";"Глава";"Global, Indigenous and Regional Perspectives on International Psychology";"https://publications.hse.ru/view/165236483";"Berry John W.";"Caribbean Psychology: Indigenous contributions to a global discipline";"2015";NA;NA;"45 - 68";NA;"международная психология"
"13";"Статья";"Global psychology: Implications for cross-cultural research and management";"https://publications.hse.ru/view/151851239";"Berry John W.";"International Journal of Cross Cultural Management";"2015";"3";"22";"342 - 355";NA;NA
"13";"Статья";"Human Values, Legal Regulation, and Approval of Homosexuality in Europe: A Cross-Country Comparison";"https://publications.hse.ru/view/102009780";"Kuntz Anabel; Davidov Eldad; Schwartz Shalom; Schmidt Peter";"European Journal of Social Psychology";"2015";"45";NA;"120 - 134";"10.1002/ejsp.2068";"общечеловеческие ценности; легальность; гомосексуальность"
"13";"Глава";"Intercultural relations in plural societies: Research derived from Canadian multiculturalism policy";"https://publications.hse.ru/view/165481775";"Berry John W.";"Revisiting Multiculturalism in Canada: Theories, Policies, and Debates";"2015";NA;NA;"37 - 49";NA;NA
"13";"Статья";"Just world belief and the image of the perfect political leader: The role of national identification";"https://publications.hse.ru/view/163357751";"Gulevich Olga; Sarieva Irena";"Psychology, Journal of the Higher School of Economics";"2015";"3";"12";"30 - 40";NA;"вера в справедливый мир; национальная идентификация; идеальный политический лидер"
"13";"Препринт";"Motivation for Ethno-Cultural Continuity as a Predictor of Acculturation and Adaptation in Two Generations of Latvian Russians";"https://publications.hse.ru/view/167221838";"Ryabichenko Tatiana; Lebedeva Nadezhda";"Psychology. PSY. Высшая школа экономики";"2015";NA;NA;NA;"10.17759/chp.2015110207";"мотивация к этнокультурной преемственности; аккультурация; адаптация; этнические меньшинства; интеграция; благополучие"
"13";"Глава";"Multiculturalism and migration in Post-Soviet Russia";"https://publications.hse.ru/view/147966450";"Lebedeva Nadezhda; Tatarko Alexander; Berry John W.";"XV апрельская международная научная конференция по проблемам развития экономики и общества: в 4-х книгах";"2015";NA;NA;"525 - 531";NA;NA
"13";"Статья";"On the context dependence of emotion displays: Perceptions of gold medalists’ expressions of pride";"https://publications.hse.ru/view/162201667";"van Osch Y.; Zeelenberg M.; Breugelmans Seger";"Cognition and Emotion";"2015";NA;NA;NA;"10.1080/02699931.2015.1063480";NA
"13";"Статья";"Personal values and political activism: A cross<U+2010>national study";"https://publications.hse.ru/view/140081356";"Vecchione M.; Schwartz Shalom; Caprara G.V.; Schoen H.; Cieciuch J.; Silvester J.; Bain P.; Bianchi G.; Kirmanoglu H.; Baslevent C.; Mamali C.; Manzi J.; Pavlopoulus J.; Posnova T.; Torres C.; Verkasalo M.; Lonnqvist J.-E.; Vondrakova E.; Welzel C.; Alessandri G.";"British Journal of Psychology";"2015";"1";"106";"84 - 106";"10.1111/bjop.12067";NA
"13";"Препринт";"Poverty and Psychology";"https://publications.hse.ru/view/166420982";"Poluektova Olga; Efremova Maria; Breugelmans Seger";"Psychology. PSY. Высшая школа экономики";"2015";NA;NA;NA;NA;NA
"13";"Глава";"Similarities and differences in values of adolescents and their parents in urban and rural area";"https://publications.hse.ru/view/193354305";"Dubrov Dmitrii";"V Международная научная конференция «Психология индивидуальности»: сборник материалов";"2015";NA;NA;"491 - 492";NA;NA
"13";"Препринт";"Strength and Positivity of Religious Identification as Predictors of the Attitude Toward Economic Involvement Among Orthodox Christians and Sunni Muslims in Russia";"https://publications.hse.ru/view/166546763";"Efremova Maria; Lepshokova Zarina";"Psychology. PSY. Высшая школа экономики";"2015";NA;NA;NA;NA;"религиозная идентификация; выраженность религиозной идентификации; позитивность религиозной идентификации; экономические установки; модели экономического поведения; экономическая вовлеченность; православные христиане; мусульмане сунниты"
"13";"Препринт";"THE IMPACT OF VALUES, GENDER AND EDUCATION ON CREATIVE BEHAVIOUR IN DIFFERENT DOMAINS IN RUSSIAN REGIONS";"https://publications.hse.ru/view/148707323";"Lebedeva Nadezhda; Bushina Ekaterina";"Basic research program. WP BRP. National Research University Higher School of Economics";"2015";NA;NA;NA;NA;NA
"13";"Препринт";"The relationship between social identities and acculturation strategies of the ethnic minority and majority in the Republic of North Ossetia-Alania: an intergenerational analysis";"https://publications.hse.ru/view/163909933";"Galyapina Victoria Nikolaevna; Lebedeva Nadezhda";"Psychology. PSY. Высшая школа экономики";"2015";NA;NA;NA;NA;"аккультурационные ожидания; аккультурационные стратегии; культурная идентичность; этническое меньшинство; этническое большинство; поколения; межгрупповые отношения; мультикультурализм"
"14";"Препринт";"THE ROLE OF RELIGIOUS IDENTITY AND PERCEIVED PSYCHOLOGICAL CLOSENESS IN PARENT-CHILD VALUE SIMILARITY: COMPARISON OF RELIGIOUS MINORITY AND MAJORITY";"https://publications.hse.ru/view/168940199";"Lepshokova Zarina; Galyapina Victoria Nikolaevna; Lebedeva Nadezhda";"Psychology. PSY. Высшая школа экономики";"2015";NA;NA;NA;NA;"ценности; Религиозная идентичность; воспринимаемая психологическая близость; религиозный контекст; русские; Кабардино-Балкарская республика; Республика Северная Осетия-Алания"
"14";"Глава";"The social psychology of values";"https://publications.hse.ru/view/143726499";"Cieciuch Jan ; Schwartz Shalom; Davidov Eldad";"International encyclopedia of social and behavioral sciences, second edition";"2015";NA;NA;"41 - 46";NA;"ценности"
"14";"Препринт";"Trust as a Factor of Subjective Life Satisfaction";"https://publications.hse.ru/view/163074550";"Mironova Anna Alekseevna";"Psychology. PSY. Высшая школа экономики";"2015";NA;NA;NA;NA;"социальный капитал; доверие; субъективное благополучие"
"14";"Статья";"Trust, Social Capital, and Subjective Individual Well-Being";"https://publications.hse.ru/view/179899560";"Mironova Anna Alekseevna";"Sociological research";"2015";"2";"54";"121 - 133";"10.1080/10610154.2015.1082391";NA
"14";"Книга";"V Международная научная конференция «Психология индивидуальности»: сборник материалов";"https://publications.hse.ru/view/167632940";NA;"М.: Литературное агентство ""Университетская книга""";"2015";NA;NA;NA;NA;"psychology of individuality"
"14";"Статья";"‘We Are in This Together’: Common Group Identity Predicts Majority Members’ Active Acculturation Efforts to Integrate Immigrants";"https://publications.hse.ru/view/165481113";"Kunst J.; Thomsen L.; Sam D.L.; Berry John W.";"Personality and Social Psychology Bulletin";"2015";NA;"41";"1438 - 1453";NA;NA
"14";"Статья";"When envy leads to Schadenfreude";"https://publications.hse.ru/view/153368333";"van de Ven Niels; Hoogland C.E.; Smith R.H.; Van Dijk W.W.; Breugelmans Seger; Zeelenberg M.";"Cognition and Emotion";"2015";"6";"29";NA;"10.1080/02699931.2014.961903";NA
"14";"Статья";"Адаптация и валидизация шкалы веры в паранормальное Дж. Тобасика";"https://publications.hse.ru/view/142533762";"Григорьев Дмитрий Сергеевич";"Социальная психология и общество";"2015";"2";"6";"132 - 145";NA;"paranormal beliefs; superstition; irrationality; magical thinking; pseudoscience; attitudes"
"14";"Статья";"Аккультурационные профили мигрантов и уровень их социоэкономической адаптации";"https://publications.hse.ru/view/152528047";"Григорьев Дмитрий Сергеевич";"Мир образования - образование в мире";"2015";"3";"59";"75 - 85";NA;"socio-economic adaptation; acculturation profiles; acculturation of immigrants; ethnic identity; attitudes"
"14";"Статья";"Аккультурационные стратегии и психологическое благополучие: на примере северокавказских этнических меньшинств Москвы";"https://publications.hse.ru/view/135929075";"Лепшокова Зарина Хизировна; Ефремова Мария Викторовна";"Актуальные проблемы психологического знания";"2015";"35";"2";"67 - 80";NA;"acculturation strategies; integration; assimilation; separation; marginalization; psychological well-being; the North Caucasian ethnic minorities in Moscow"
"14";"Глава";"Взаимная аккультурация бурят и русских в Улан-Удэ и в Москве";"https://publications.hse.ru/view/152638253";"Цыдендамбаева Екатерина Баировна; Григорьев Дмитрий Сергеевич";"XI Конгресс антропологов и этнологов России: сб. материалов. Екатеринбург, 2–5 июля 2015 г.";"2015";NA;NA;"112";NA;NA
"14";"Статья";"Взаимосвязь выраженности этнической идентичности и аккультурационных установок мигрантов с уровнем их социоэкономической адаптации";"https://publications.hse.ru/view/145990749";"Григорьев Дмитрий Сергеевич";"Cultural-Historical Psychology";"2015";"1";"11";"71 - 85";"10.17759/chp.2015110109";"socio-economic adaptation; migrants; ethnic identity; attitudes; acculturation"
"14";"Глава";"Взаимосвязь социально-психологического капитала и эмиграционных намерений молодежи";"https://publications.hse.ru/view/147964858";"Чувашов Сергей Викторович";"XV апрельская международная научная конференция по проблемам развития экономики и общества: в 4-х книгах";"2015";NA;NA;"515 - 524";NA;NA
"14";"Статья";"Влияние выраженности этнической идентичности на выбор мигрантами их аккультурационной установки";"https://publications.hse.ru/view/138452243";"Григорьев Дмитрий Сергеевич";"Известия Саратовского университета. Новая серия. Серия: Акмеология образования. Психология развития";"2015";"1";"4";"63 - 66";NA;"acculturation; social identity; cognitive dissonance; migrants; acculturation attitudes"
"14";"Глава";"Влияние доверия как элемента социального капитала на субъективное благополучие индивида";"https://publications.hse.ru/view/147897992";"Миронова Анна Алексеевна";"XV апрельская международная научная конференция по проблемам развития экономики и общества: в 4-х книгах";"2015";NA;NA;"373 - 386";NA;NA
"14";"Статья";"Влияние культурного многообразия на социальный капитал в российском контексте";"https://publications.hse.ru/view/135833065";"Татарко Александр Николаевич; Миронова Анна Алексеевна; Чувашов Сергей Викторович";"Общественные науки и современность";"2015";"3";NA;"47 - 62";NA;"social capital; ethnic diversity; trust; ethnic tolerance; formal networks; informal networks"
"14";"Статья";"Влияние мотивации к этнокультурной преемственности и стратегий аккультурации родителей на аккультурацию детей в русских семьях Латвии";"https://publications.hse.ru/view/151872815";"Рябиченко Татьяна Анатольевна; Лебедева Надежда Михайловна; Плотка Ирина Даниловна";"Cultural-Historical Psychology";"2015";"2";"11";"68 - 79";"10.17759/chp.2015110207";"acculturation; motivation for ethno-cultural continuity; ethnic minorities; acculturation strategies; life satisfaction; self-esteem"
"14";"Глава";"Влияние семьи и контекста на психологическое благополучие детей этнических меньшинств";"https://publications.hse.ru/view/166503716";"Рябиченко Татьяна Анатольевна; Лебедева Надежда Михайловна";"Понять другого: Межкультурное взаимопонимание в современном глобальном мире. Сборник материалов пятой Всероссийской научно-практической конференции «Практическая этнопсихология: актуальные проблемы и перспективы развития»: 20–21 ноября 2015 г.";"2015";NA;NA;"90 - 92";NA;"values; psychological well-being; migrants; Family value transmission"
"14";"Статья";"Влияние ценностей и мотивации личности на креативное поведение и отношение к инновациям";"https://publications.hse.ru/view/163184514";"Лебедева Надежда Михайловна; Бушина Екатерина Валерьевна";"Психология в экономике и управлении";"2015";"1";"7";"26 - 35";NA;"creativity; domains of creativity; basic human values; intrinsic motivation"
"14";"Глава";"Внешние условия социоэкономической адаптации мигрантов";"https://publications.hse.ru/view/149174647";"Григорьев Дмитрий Сергеевич";"Взаимодействие органов власти, общественных объединений и образовательных учреждений по гармонизации этноконфессиональных и межнациональных отношений: региональный аспект";"2015";NA;NA;"79 - 82";NA;"socio-economic adaptation; migrants; acculturation of immigrants; labour market"
"14";"Статья";"«ГОСТИ СТОЛИЦЫ» В ГЛАЗАХ МОСКВИЧЕЙ: МОРАЛЬНОЕ ОБОСНОВАНИЕ ОЦЕНОК МИГРАЦИИ";"https://publications.hse.ru/view/170549721";"Козлова Мария Андреевна";"Журнал социологии и социальной антропологии";"2015";"3(80)";"XVIII";"110 - 122";NA;"migration; intergroup perception; morality; social order; discrimination"
"15";"Статья";"Европейская ценностная типология и базовые ценности россиян";"https://publications.hse.ru/view/174202043";"Магун Владимир Самуилович; Руднев Максим Геннадьевич; Шмидт Питер";"Вестник общественного мнения. Данные. Анализ. Дискуссии";"2015";"3-4";"121";"74 - 93";NA;NA
"15";"Статья";"Журнал исследований социальной политики";"https://publications.hse.ru/view/163847329";"Прокофьева Лидия Михайловна; Корчагина Ирина Ивановна; Миронова Анна Алексеевна; Тарновская Екатерина Евгеньевна";"The Journal of Social Policy Studies/Zhurnal Issledovaniy Sotsial'noy Politiki";"2015";"1";"13";"81 - 94";NA;"poverty; social services;  occasioned social transfers;  social contract"
"15";"Глава";"Забота внутри и за пределами границ Я. Концепции морали, направленной на себя и другого";"https://publications.hse.ru/view/163303044";"Козлова Мария Андреевна; Кошелева Наталья Валерьевна";"Мы все в заботе постоянной... Концепция заботы о себе в истории педагогики и культуры. Ч.2 Что-то ведет нас в глубь самих себя";"2015";NA;NA;"184 - 195";NA;"care of the self; Self; morality"
"15";"Статья";"Забота о себе и о Другом как моральная установка";"https://publications.hse.ru/view/163298905";"Козлова Мария Андреевна; Кошелева Наталья Валерьевна";"Вестник Православного Свято-Тихоновского гуманитарного университета";"2015";"3(38)";"IV";"94 - 105";NA;"identity; care of the self; moral psychology; altruism"
"15";"Статья";"Индивидуально-психологические характеристики людей пребывающих в бедности";"https://publications.hse.ru/view/164002502";"Полуэктова Ольга Владимировна; Ефремова Мария Викторовна; Патоша Ольга Ивановна";"Психология и экономика";"2015";"3";NA;"11 - 22";NA;"poverty; socioeconomic status; self-esteem; self-efficacy; individual values; self-control; risk aversion; irrationality"
"15";"Глава";"Индивидуальные ценности как предикторы стратегий аккультурации этнических меньшинств";"https://publications.hse.ru/view/147964323";"Рябиченко Татьяна Анатольевна";"XV апрельская международная научная конференция по проблемам развития экономики и общества: в 4-х книгах";"2015";NA;NA;"509 - 514";NA;NA
"15";"Глава";"Исследование коллективной памяти в зарубежных социальных науках";"https://publications.hse.ru/view/148554878";"Григорьев Дмитрий Сергеевич";"Актуальные проблемы исследования массового сознания: Материалы 2-й Международной научно-практической конференции";"2015";NA;NA;"225 - 243";NA;"collective memory; social memory; social identity; historical memory; social representations; attitudes"
"15";"Статья";"Источники статистических данных о частных межпоколенных трансфертах в России : ограничения и перспективы";"https://publications.hse.ru/view/144961625";"Миронова Анна Алексеевна";"Вопросы статистики";"2015";"3";NA;"39 - 46";NA;"family; private transfers; generations; sources of data; household surveys; sources of income; expenditures"
"15";"Статья";"Классный час «Люди со специальными потребностями вокруг нас»";"https://publications.hse.ru/view/187603426";"Галяпина Виктория Николаевна; Молодикова Ирина Николаевна; Лысенко Сергей Александрович; Резванова Инна Юрьевна";"Справочник классного руководителя";"2015";"11";NA;"36 - 42";NA;NA
"15";"Статья";"Курение, стресс и кортизол: краткий обзор зарубежной литературы";"https://publications.hse.ru/view/149848716";"Козлов А.И.; Козлова Мария Андреевна";"Наркология";"2015";"3 (159)";NA;"83 - 92";NA;"nicotine; smoking; cortisol; stress;  smoking cessation; nicotine paradox"
"15";"Статья";"Курение, стресс и кортизол: краткий обзор зарубежной литературы";"https://publications.hse.ru/view/360903157";"Козлов Андрей Игоревич; Козлова Мария Андреевна";"Наркология";"2015";"3";NA;"83 - 91";NA;"nicotine; smoking; cortisol; stress;  ""nicotine paradox"";  smoking cessation"
"15";"Книга";"Мастера интерактивных педагогических технологий: материалы межрегионального конкурса";"https://publications.hse.ru/view/187604002";"Галяпина Виктория Николаевна; Молодикова Ирина Николаевна; Лысенко Сергей Александрович; Резванова Инна Юрьевна";"Ставрополь: Альфа Принт";"2015";NA;NA;NA;NA;NA
"15";"Глава";"Многообразие моральных ориентиров как основание типологии форм социальной сплоченности";"https://publications.hse.ru/view/163640830";"Козлова Мария Андреевна; Кононенко Ростислав Вадимович; Слободенюк Екатерина Дмитриевна; Волкова Евгения Дмитриевна; Карпова Евгения Юрьевна; Николенко Яна Валентиновна";"Социально-культурные практики сплоченности в современных обществах";"2015";NA;NA;"156 - 197";NA;"cohesion; folklore; social movements; morality; moral emotions"
"15";"Статья";"МОРОШАНУ Л., ФОКС ДЖ. «НЕТ ДЫМА БЕЗ ОГНЯ»: СТРАТЕГИИ ПРЕОДОЛЕНИЯ СТИГМАТИЗИРОВАННОЙ ИДЕНТИЧНОСТИ";"https://publications.hse.ru/view/163304166";"Козлова Мария Андреевна";"Социальные и гуманитарные науки. Отечественная и зарубежная литература. Серия 11: Социология. Реферативный журнал";"2015";"3";NA;"73 - 82";NA;"ethnicity; stigmatization; identity; coping strategies"
"15";"Книга";"Мы все в заботе постоянной... Концепция заботы о себе в истории педагогики и культуры. Ч.1 Постоянство пребывания с собою.";"https://publications.hse.ru/view/163299515";NA;"Т. 1: Постоянство пребывания с собою. М.: Канон+";"2015";NA;NA;NA;NA;"care of the self; identity; Self"
